x_mm,efield_bottom,efield_top
-109.955742875643,0.0112759171350979,0.0211016324855293
-108.734012399247,0.0109667846585607,0.0206942166578464
-107.512281922851,0.0111682489688053,0.0198419324687873
-106.290551446455,0.0117511614965426,0.0199826132254991
-105.068820970059,0.0107700399387965,0.0218772550165614
-103.847090493663,0.0125111788221664,0.0223561105822977
-102.625360017267,0.0123168550843508,0.0241824271224605
-101.403629540871,0.0138634570371981,0.024271653871177
-100.181899064475,0.014651540612707,0.0269945950619149
-98.9601685880785,0.0157667637862258,0.0279348174405518
-97.7384381116825,0.0157894506371745,0.030082868953853
-96.5167076352864,0.0175102378738566,0.0328012927852654
-95.2949771588904,0.0185011219836416,0.0346760259657512
-94.0732466824944,0.0208595832471569,0.0377315467546582
-92.8515162060983,0.021917895406343,0.0402976047970961
-91.6297857297023,0.0244036054145653,0.0411393247813023
-90.4080552533063,0.0247930923810429,0.0461200890217107
-89.1863247769102,0.0280138326077315,0.0466585389912829
-87.9645943005142,0.030451277335637,0.0521304010977411
-86.7428638241182,0.031984067549174,0.054328595332591
-85.5211333477221,0.0325377421194779,0.0545685044717332
-84.2994028713261,0.033845266489126,0.0597448924963453
-83.0776723949301,0.0381003253540725,0.0614203200577955
-81.8559419185341,0.0396816792836039,0.0683465021081098
-80.634211442138,0.0412651334121829,0.0695201630748449
-79.412480965742,0.0450572392223027,0.0732136750771773
-78.190750489346,0.0459438044048355,0.0789960692892278
-76.9690200129499,0.0499900303138377,0.0845209305298866
-75.7472895365539,0.0552819453318523,0.0851441621441378
-74.5255590601579,0.0550426618099384,0.0903974470437825
-73.3038285837618,0.0611766252509523,0.0963725198132277
-72.0820981073658,0.0619247579312283,0.0994145735996361
-70.8603676309698,0.0670626110113807,0.107968872417648
-69.6386371545737,0.0683602320928852,0.111329289579517
-68.4169066781777,0.0753444391609392,0.111883940273531
-67.1951762017817,0.0799581626875022,0.122478253629685
-65.9734457253857,0.0844050583652755,0.133081991046252
-64.7517152489896,0.08547268320007,0.133080164297132
-63.5299847725936,0.0950271316511124,0.145638750029759
-62.3082542961976,0.0985031630011649,0.152952011663573
-61.0865238198015,0.110911692852897,0.153274225196835
-59.8647933434055,0.116893115354078,0.166379200476644
-58.6430628670095,0.114323255800279,0.175939997553668
-57.4213323906134,0.130288288302507,0.177810168875305
-56.1996019142174,0.13577079400015,0.185712016986365
-54.9778714378214,0.137320828405111,0.206641589041229
-53.7561409614253,0.157772973139943,0.211486593958863
-52.5344104850293,0.152940713127473,0.227550320548502
-51.3126800086333,0.16417807525609,0.240589081688933
-50.0909495322373,0.186687530038189,0.253180383231803
-48.8692190558412,0.185409590903909,0.265823165870784
-47.6474885794452,0.203472094823016,0.25832005405134
-46.4257581030492,0.205539255778511,0.281118501463627
-45.2040276266531,0.232371792532476,0.292844636935865
-43.9822971502571,0.235055935792813,0.318387670718588
-42.7605666738611,0.25181064270173,0.328149842818204
-41.538836197465,0.283538427925772,0.335111079302139
-40.317105721069,0.287362804202601,0.366982347415508
-39.095375244673,0.310308717476582,0.378588422962603
-37.8736447682769,0.322633266382711,0.38314173249118
-36.6519142918809,0.335911913072032,0.409120292742945
-35.4301838154849,0.350520705789345,0.421074195791477
-34.2084533390889,0.367320329538611,0.44082964452132
-32.9867228626928,0.416819003745229,0.461587458752037
-31.7649923862968,0.430083653255605,0.480370174069517
-30.5432619099008,0.46233237423414,0.509878801443352
-29.3215314335047,0.448527704548901,0.521358380694213
-28.0998009571087,0.473901435378906,0.531818931057663
-26.8780704807127,0.510488900400176,0.612572320465128
-25.6563400043166,0.52144315822186,0.584802482099676
-24.4346095279206,0.598538799673261,0.636751395135699
-23.2128790515246,0.604196755994178,0.643261125891234
-21.9911485751286,0.61269659618453,0.678921755867552
-20.7694180987325,0.639220262865685,0.723710748360936
-19.5476876223365,0.697873249541053,0.714801591747933
-18.3259571459405,0.685213274338383,0.717049830992635
-17.1042266695444,0.762386045128753,0.807093377650489
-15.8824961931484,0.750895853602171,0.828059276782164
-14.6607657167524,0.821686882172112,0.817164985770677
-13.4390352403563,0.826038782322803,0.814244370577366
-12.2173047639603,0.876185412084016,0.813528471449951
-10.9955742875643,0.816016466152205,0.880565609571072
-9.77384381116824,0.920400233170551,0.85775555782778
-8.55211333477221,0.904646409589766,0.874960313701338
-7.33038285837618,0.88289762666879,0.926244734546323
-6.10865238198015,0.978871311329889,0.905964078404168
-4.88692190558412,0.963564071343928,0.944151300893132
-3.66519142918809,0.972951077648008,0.98795206830892
-2.44346095279206,0.981256222018323,0.961746354497617
-1.22173047639603,0.939889048683192,0.961362462718002
0,1,0.964385238185425
1.22173047639603,0.930039888170071,0.946724836059035
2.44346095279206,0.936632732065332,0.930179521909027
3.66519142918809,0.972528896943393,1
4.88692190558412,0.906885117588695,0.908179708733162
6.10865238198015,0.96192314668578,0.936286258321999
7.33038285837618,0.877320847830205,0.926601382559606
8.55211333477221,0.872122087390153,0.866849111412995
9.77384381116824,0.842995880920539,0.941604427065589
10.9955742875643,0.876131669736971,0.886162241314669
12.2173047639603,0.858214758185774,0.886692369398653
13.4390352403563,0.81609386245903,0.886655454550252
14.6607657167524,0.771044039843545,0.800132098240216
15.8824961931484,0.759912052568615,0.800531888808325
17.1042266695444,0.718047407810746,0.766169605045133
18.3259571459405,0.682276370622109,0.774976183120438
19.5476876223365,0.652418994419526,0.765682666547469
20.7694180987325,0.648921337826626,0.69985831897944
21.9911485751286,0.597851694487416,0.678827725803686
23.2128790515246,0.568598261970839,0.689159532021003
24.4346095279206,0.577204971672095,0.612825130187137
25.6563400043166,0.524890176990392,0.642359487988741
26.8780704807127,0.528727072854701,0.608109462994131
28.0998009571087,0.488728720644085,0.576966346688274
29.3215314335047,0.497115985755051,0.533437887075225
30.5432619099008,0.444902368521521,0.513187087254143
31.7649923862968,0.410796512250529,0.50270261747417
32.9867228626928,0.400207219349862,0.476421688985827
34.2084533390889,0.384100586007038,0.471448735912783
35.4301838154849,0.364876913409924,0.435858098055305
36.6519142918809,0.326153985593993,0.422187725516377
37.8736447682769,0.325715738839729,0.417257160498388
39.095375244673,0.316555302861504,0.380493691014592
40.317105721069,0.301354987133549,0.359252116337174
41.538836197465,0.282530825484265,0.363103391969203
42.7605666738611,0.26266944519156,0.350521425501159
43.9822971502571,0.238169832401749,0.328177355944067
45.2040276266531,0.222256284477666,0.292013172731766
46.4257581030492,0.215434725018249,0.289379470718075
47.6474885794452,0.211039721509107,0.278422784696437
48.8692190558412,0.196192310827608,0.253749635320221
50.0909495322373,0.179735751462622,0.250701284940287
51.3126800086333,0.168114797270851,0.237511762875022
52.5344104850293,0.163772679786529,0.223511210771849
53.7561409614253,0.146939658522279,0.21769111916168
54.9778714378214,0.140348646248648,0.19696553944415
56.1996019142174,0.13036571225679,0.195590838312675
57.4213323906134,0.131032982374572,0.191324849748576
58.6430628670095,0.123670869690906,0.181001180615042
59.8647933434055,0.1187973256481,0.169869558431443
61.0865238198015,0.108066603388925,0.16347240224313
62.3082542961976,0.103228772861737,0.151232248198986
63.5299847725936,0.100789815725698,0.141661232858748
64.7517152489896,0.0920883062533983,0.135472423489116
65.9734457253857,0.0847117282573617,0.128215579991964
67.1951762017817,0.0819724243788013,0.129464391140479
68.4169066781777,0.0823815729361849,0.123307508760449
69.6386371545737,0.0767948102368031,0.111910547980003
70.8603676309698,0.0715573932757264,0.111239187776063
72.0820981073658,0.0695451844261507,0.10570557219559
73.3038285837618,0.0640976135252033,0.0961044466020787
74.5255590601579,0.0629524391099985,0.097004122041217
75.7472895365539,0.0596663614012563,0.088248264359372
76.9690200129499,0.0599992150693534,0.0867302960226081
78.190750489346,0.0562842772279249,0.0821607834333345
79.412480965742,0.0540823273174721,0.0814980908184781
80.634211442138,0.0552948552587373,0.079786323944405
81.8559419185341,0.0513592157224032,0.07789100388124
83.0776723949301,0.0495831374040322,0.0736004580778249
84.2994028713261,0.0500466300956655,0.0755139372233704
85.5211333477221,0.0475160859594717,0.0725407494860502
86.7428638241182,0.0476511999327673,0.0685731428811848
87.9645943005142,0.0478657475862424,0.0683485273097933
89.1863247769102,0.0442114798941384,0.0660475953999766
90.4080552533063,0.0455590716316021,0.0647745560962504
91.6297857297023,0.0468119880152298,0.0607871403896928
92.8515162060983,0.0443061359533686,0.060209930765159
94.0732466824944,0.0460612631703301,0.0599323862782404
95.2949771588904,0.0441208463459568,0.0629180674375877
96.5167076352864,0.0443246124382764,0.0580707079944199
97.7384381116825,0.0443093088446418,0.0604909862895643
98.9601685880785,0.044413146479811,0.0621762052349934
100.181899064475,0.0422331148500741,0.0592201605544558
101.403629540871,0.0413271728132205,0.0578584512696323
102.625360017267,0.0439634506440493,0.058064083142605
103.847090493663,0.0424991482706849,0.0612400854487962
105.068820970059,0.0424015429084219,0.0570621017496331
106.290551446455,0.0423336735986119,0.0577571927716835
107.512281922851,0.0447615330126708,0.0614258501262587
108.734012399247,0.0443484121394768,0.0618878806978404
109.955742875643,0.0433836132580694,0.0580745783160867
